study	pk	tissue	allowed_users	measurement_type	substance	unit	time	time_unit	access	raw_pk	pharmacokinetics	interventions	figure	group_count	group_name	group_pk	mean	value	individual_pk	individual_name	se	cv	sd	min	max	median
Albert1974	1795	plasma	[{'username': 'dimitra'}, {'username': 'janekg'}, {'username': 'mkoenig'}]	concentration	paracetamol	gram / liter	['1.67e-01', '3.33e-01', '5.00e-01', '6.67e-01', '1.00e+00', '2.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.20e+01']	hr	public	1793	[{'pk': 33012}, {'pk': 33011}, {'pk': 33010}, {'pk': 33009}, {'pk': 33008}, {'pk': 33007}, {'pk': 33006}, {'pk': 33005}, {'pk': 33004}, {'pk': 33003}, {'pk': 33002}, {'pk': 33001}, {'pk': 33000}, {'pk': 32999}, {'pk': 32998}, {'pk': 32997}]	937	/media/data/Albert1974_Fig1.png	10.0	all	402.0	['2.00e-05', '1.73e-03', '2.38e-03', '3.26e-03', '4.82e-03', '5.36e-03', '3.13e-03', '1.84e-03', '1.22e-03', '5.20e-04']				['1.01e-05', '7.39e-04', '6.28e-04', '4.40e-04', '3.75e-04', '3.90e-04', '1.29e-04', '8.03e-05', '8.37e-05', '3.72e-05']	['1.60e+00', '1.35e+00', '8.34e-01', '4.27e-01', '2.46e-01', '2.30e-01', '1.30e-01', '1.38e-01', '2.17e-01', '2.26e-01']	['3.20e-05', '2.34e-03', '1.98e-03', '1.39e-03', '1.19e-03', '1.23e-03', '4.07e-04', '2.54e-04', '2.65e-04', '1.18e-04']			
Albert1974	1796	plasma	[{'username': 'dimitra'}, {'username': 'janekg'}, {'username': 'mkoenig'}]	concentration	paracetamol	gram / liter	['1.67e-01', '3.33e-01', '5.00e-01', '6.67e-01', '1.00e+00', '2.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.20e+01']	hr	public	1794	[{'pk': 33028}, {'pk': 33027}, {'pk': 33026}, {'pk': 33025}, {'pk': 33024}, {'pk': 33023}, {'pk': 33022}, {'pk': 33021}, {'pk': 33020}, {'pk': 33019}, {'pk': 33018}, {'pk': 33017}, {'pk': 33016}, {'pk': 33015}, {'pk': 33014}, {'pk': 33013}]	938	/media/data/Albert1974_Fig1.png	10.0	all	402.0	['2.06e-03', '4.24e-03', '4.91e-03', '5.69e-03', '6.36e-03', '4.94e-03', '2.54e-03', '1.50e-03', '8.30e-04', '3.40e-04']				['1.04e-03', '1.81e-03', '1.29e-03', '7.68e-04', '4.95e-04', '3.59e-04', '1.04e-04', '6.55e-05', '5.70e-05', '2.43e-05']	['1.60e+00', '1.35e+00', '8.34e-01', '4.27e-01', '2.46e-01', '2.30e-01', '1.30e-01', '1.38e-01', '2.17e-01', '2.26e-01']	['3.30e-03', '5.72e-03', '4.09e-03', '2.43e-03', '1.56e-03', '1.14e-03', '3.30e-04', '2.07e-04', '1.80e-04', '7.68e-05']			
Ameer1981	1799	plasma	[{'username': 'dimitra'}, {'username': 'janekg'}, {'username': 'mkoenig'}]	concentration	paracetamol	gram / liter	['2.01e-01', '1.96e-01', '3.57e-01', '6.03e-01', '9.61e-01', '1.10e+00', '1.59e+00', '2.20e+00', '2.50e+00', '3.03e+00', '4.13e+00', '6.05e+00', '8.12e+00', '1.20e+01']	hr	public	1797	[{'pk': 33060}, {'pk': 33059}, {'pk': 33058}, {'pk': 33057}, {'pk': 33056}, {'pk': 33055}, {'pk': 33054}, {'pk': 33053}, {'pk': 33052}, {'pk': 33051}, {'pk': 33050}, {'pk': 33049}, {'pk': 33048}, {'pk': 33047}, {'pk': 33046}, {'pk': 33045}]	942	/media/data/Ameer1981_Fig3.png					['4.80e-02', '2.04e-02', '1.12e-02', '7.59e-03', '7.02e-03', '6.13e-03', '5.00e-03', '4.90e-03', '3.99e-03', '3.45e-03', '2.76e-03', '1.51e-03', '9.83e-04', '3.75e-04']	3811.0	1						
Ameer1981	1800	plasma	[{'username': 'dimitra'}, {'username': 'janekg'}, {'username': 'mkoenig'}]	concentration	paracetamol	gram / liter	['1.12e-01', '3.27e-01', '6.33e-01', '9.36e-01', '1.18e+00', '2.09e+00', '2.67e+00', '3.05e+00', '4.10e+00', '6.08e+00', '8.06e+00']	hr	public	1798	[{'pk': 33076}, {'pk': 33075}, {'pk': 33074}, {'pk': 33073}, {'pk': 33072}, {'pk': 33071}, {'pk': 33070}, {'pk': 33069}, {'pk': 33068}, {'pk': 33067}, {'pk': 33066}, {'pk': 33065}, {'pk': 33064}, {'pk': 33063}, {'pk': 33062}, {'pk': 33061}]	941	/media/data/Ameer1981_Fig3.png					['2.70e-04', '7.81e-03', '1.06e-02', '9.48e-03', '7.16e-03', '4.11e-03', '3.35e-03', '2.87e-03', '2.08e-03', '1.18e-03', '7.42e-04']	3811.0	1						
Liukas2011	2386	plasma	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	concentration	paracetamol sulfate	gram / liter	['0.00e+00', '1.25e-01', '2.50e-01', '2.92e-01', '3.33e-01', '4.17e-01', '5.00e-01', '5.83e-01', '7.50e-01', '1.25e+00', '1.75e+00', '2.25e+00', '3.25e+00', '4.25e+00', '5.25e+00', '6.25e+00', '8.25e+00', '1.02e+01', '1.22e+01', '1.82e+01', '2.42e+01']	hr	public	2374	[{'pk': 41146}, {'pk': 41145}, {'pk': 41144}, {'pk': 41143}, {'pk': 41142}, {'pk': 41141}, {'pk': 41140}, {'pk': 41139}, {'pk': 41138}, {'pk': 41137}, {'pk': 41136}, {'pk': 41135}, {'pk': 41134}, {'pk': 41133}, {'pk': 41132}, {'pk': 41131}]	1256	/media/data/Liukas2011_Fig1.png	10.0	80-90	534.0	['0.00e+00', '5.01e-04', '2.21e-03', '2.96e-03', '3.60e-03', '3.90e-03', '4.56e-03', '5.92e-03', '6.97e-03', '7.63e-03', '8.63e-03', '8.63e-03', '8.56e-03', '8.09e-03', '7.11e-03', '6.40e-03', '4.60e-03', '3.55e-03', '2.21e-03', '7.97e-04', '4.33e-04']				[None, '7.92e-05', '1.01e-04', '1.15e-04', '1.66e-04', '1.30e-04', '1.51e-04', '1.87e-04', '2.09e-04', '1.66e-04', '2.16e-04', '2.16e-04', '2.16e-04', '2.88e-04', '2.74e-04', '2.81e-04', '2.67e-04', '2.74e-04', '1.73e-04', '7.20e-05', '6.48e-05']	[None, '5.00e-01', '1.44e-01', '1.23e-01', '1.46e-01', '1.05e-01', '1.05e-01', '1.00e-01', '9.48e-02', '6.87e-02', '7.92e-02', '7.92e-02', '7.98e-02', '1.13e-01', '1.22e-01', '1.39e-01', '1.83e-01', '2.44e-01', '2.47e-01', '2.86e-01', '4.74e-01']	[None, '2.51e-04', '3.19e-04', '3.64e-04', '5.24e-04', '4.10e-04', '4.78e-04', '5.92e-04', '6.61e-04', '5.24e-04', '6.83e-04', '6.83e-04', '6.83e-04', '9.11e-04', '8.66e-04', '8.88e-04', '8.43e-04', '8.66e-04', '5.47e-04', '2.28e-04', '2.05e-04']			
Liukas2011	2385	plasma	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	concentration	paracetamol glucuronide	gram / liter	['0.00e+00', '1.25e-01', '2.50e-01', '2.92e-01', '3.33e-01', '4.17e-01', '5.00e-01', '5.83e-01', '7.50e-01', '1.25e+00', '1.75e+00', '2.25e+00', '3.25e+00', '4.25e+00', '5.25e+00', '6.25e+00', '8.25e+00', '1.02e+01', '1.22e+01', '1.82e+01', '2.42e+01']	hr	public	2373	[{'pk': 41130}, {'pk': 41129}, {'pk': 41128}, {'pk': 41127}, {'pk': 41126}, {'pk': 41125}, {'pk': 41124}, {'pk': 41123}, {'pk': 41122}, {'pk': 41121}, {'pk': 41120}, {'pk': 41119}, {'pk': 41118}, {'pk': 41117}, {'pk': 41116}, {'pk': 41115}]	1256	/media/data/Liukas2011_Fig1.png	10.0	80-90	534.0	['0.00e+00', '6.19e-04', '1.17e-03', '2.06e-03', '3.03e-03', '3.99e-03', '5.30e-03', '8.74e-03', '1.32e-02', '1.62e-02', '2.08e-02', '2.32e-02', '2.53e-02', '2.57e-02', '2.35e-02', '2.14e-02', '1.58e-02', '1.30e-02', '8.53e-03', '3.37e-03', '1.51e-03']				[None, '3.48e-04', '2.39e-04', '3.26e-04', '3.26e-04', '3.05e-04', '6.31e-04', '4.57e-04', '6.09e-04', '6.53e-04', '6.75e-04', '6.75e-04', '5.44e-04', '8.27e-04', '8.05e-04', '8.27e-04', '8.49e-04', '9.14e-04', '6.31e-04', '3.05e-04', '7.62e-04']	[None, '1.78e+00', '6.47e-01', '5.00e-01', '3.41e-01', '2.41e-01', '3.77e-01', '1.65e-01', '1.46e-01', '1.28e-01', '1.03e-01', '9.20e-02', '6.81e-02', '1.02e-01', '1.08e-01', '1.22e-01', '1.70e-01', '2.22e-01', '2.34e-01', '2.86e-01', '1.59e+00']	[None, '1.10e-03', '7.57e-04', '1.03e-03', '1.03e-03', '9.63e-04', '2.00e-03', '1.44e-03', '1.93e-03', '2.06e-03', '2.13e-03', '2.13e-03', '1.72e-03', '2.61e-03', '2.55e-03', '2.61e-03', '2.68e-03', '2.89e-03', '2.00e-03', '9.63e-04', '2.41e-03']			
Liukas2011	2384	plasma	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	concentration	paracetamol	gram / liter	['0.00e+00', '1.25e-01', '2.50e-01', '2.92e-01', '3.33e-01', '4.17e-01', '5.00e-01', '5.83e-01', '7.50e-01', '1.25e+00', '1.75e+00', '2.25e+00', '3.25e+00', '4.25e+00', '5.25e+00', '6.25e+00', '8.25e+00', '1.02e+01', '1.22e+01', '1.82e+01', '2.42e+01']	hr	public	2372	[{'pk': 41114}, {'pk': 41113}, {'pk': 41112}, {'pk': 41111}, {'pk': 41110}, {'pk': 41109}, {'pk': 41108}, {'pk': 41107}, {'pk': 41106}, {'pk': 41105}, {'pk': 41104}, {'pk': 41103}, {'pk': 41102}, {'pk': 41101}, {'pk': 41100}, {'pk': 41099}]	1256	/media/data/Liukas2011_Fig1.png	10.0	80-90	534.0	['6.71e-05', '1.83e-02', '2.51e-02', '2.19e-02', '2.10e-02', '2.01e-02', '1.89e-02', '1.70e-02', '1.57e-02', '1.46e-02', '1.25e-02', '9.87e-03', '7.65e-03', '5.57e-03', '4.30e-03', '3.42e-03', '2.01e-03', '1.41e-03', '8.05e-04', '2.01e-04', '6.71e-05']				[None, '1.32e-03', '9.34e-04', '5.09e-04', '5.09e-04', '2.12e-04', '3.18e-04', '5.65e-03', '2.76e-04', '1.91e-04', '2.33e-04', '1.91e-04', '1.06e-04', '1.70e-04', '1.06e-04', '8.49e-05', '1.06e-04', '1.27e-04', '1.06e-04', '1.27e-04', '1.27e-04']	[None, '2.28e-01', '1.18e-01', '7.34e-02', '7.67e-02', '3.34e-02', '5.34e-02', '1.05e+00', '5.56e-02', '4.15e-02', '5.91e-02', '6.12e-02', '4.39e-02', '9.64e-02', '7.81e-02', '7.84e-02', '1.67e-01', '2.86e-01', '4.17e-01', '2.00e+00', '6.00e+00']	[None, '4.16e-03', '2.95e-03', '1.61e-03', '1.61e-03', '6.71e-04', '1.01e-03', '1.79e-02', '8.72e-04', '6.04e-04', '7.38e-04', '6.04e-04', '3.36e-04', '5.37e-04', '3.36e-04', '2.68e-04', '3.36e-04', '4.03e-04', '3.36e-04', '4.03e-04', '4.03e-04']			
Liukas2011	2383	plasma	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	concentration	paracetamol sulfate	gram / liter	['0.00e+00', '1.25e-01', '2.50e-01', '2.92e-01', '3.33e-01', '4.17e-01', '5.00e-01', '5.83e-01', '7.50e-01', '1.25e+00', '1.75e+00', '2.25e+00', '3.25e+00', '4.25e+00', '5.25e+00', '6.25e+00', '8.25e+00', '1.02e+01', '1.22e+01', '1.82e+01', '2.42e+01']	hr	public	2371	[{'pk': 41098}, {'pk': 41097}, {'pk': 41096}, {'pk': 41095}, {'pk': 41094}, {'pk': 41093}, {'pk': 41092}, {'pk': 41091}, {'pk': 41090}, {'pk': 41089}, {'pk': 41088}, {'pk': 41087}, {'pk': 41086}, {'pk': 41085}, {'pk': 41084}, {'pk': 41083}]	1256	/media/data/Liukas2011_Fig1.png	10.0	70-80	533.0	['0.00e+00', '2.05e-04', '1.12e-03', '1.53e-03', '2.14e-03', '2.87e-03', '3.55e-03', '4.81e-03', '5.56e-03', '5.95e-03', '6.56e-03', '6.81e-03', '6.74e-03', '6.24e-03', '5.54e-03', '4.87e-03', '3.46e-03', '2.28e-03', '1.53e-03', '4.10e-04', '1.37e-04']				[None, '7.92e-05', '3.60e-05', '2.33e-05', '6.32e-05', '1.22e-04', '1.01e-04', '1.51e-04', '1.80e-04', '2.02e-04', '2.09e-04', '2.23e-04', '2.38e-04', '2.38e-04', '2.09e-04', '1.87e-04', '1.80e-04', '1.22e-04', '6.48e-05', '5.76e-05', '4.32e-05']	[None, '1.22e+00', '1.02e-01', '4.84e-02', '9.34e-02', '1.35e-01', '8.97e-02', '9.95e-02', '1.02e-01', '1.07e-01', '1.01e-01', '1.04e-01', '1.11e-01', '1.20e-01', '1.19e-01', '1.21e-01', '1.64e-01', '1.70e-01', '1.34e-01', '4.44e-01', '1.00e+00']	[None, '2.51e-04', '1.14e-04', '7.38e-05', '2.00e-04', '3.87e-04', '3.19e-04', '4.78e-04', '5.69e-04', '6.38e-04', '6.61e-04', '7.06e-04', '7.52e-04', '7.52e-04', '6.61e-04', '5.92e-04', '5.69e-04', '3.87e-04', '2.05e-04', '1.82e-04', '1.37e-04']			
Liukas2011	2382	plasma	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	concentration	paracetamol glucuronide	gram / liter	['0.00e+00', '1.25e-01', '2.50e-01', '2.92e-01', '3.33e-01', '4.17e-01', '5.00e-01', '5.83e-01', '7.50e-01', '1.25e+00', '1.75e+00', '2.25e+00', '3.25e+00', '4.25e+00', '5.25e+00', '6.25e+00', '8.25e+00', '1.02e+01', '1.22e+01', '1.82e+01', '2.42e+01']	hr	public	2370	[{'pk': 41082}, {'pk': 41081}, {'pk': 41080}, {'pk': 41079}, {'pk': 41078}, {'pk': 41077}, {'pk': 41076}, {'pk': 41075}, {'pk': 41074}, {'pk': 41073}, {'pk': 41072}, {'pk': 41071}, {'pk': 41070}, {'pk': 41069}, {'pk': 41068}, {'pk': 41067}]	1256	/media/data/Liukas2011_Fig1.png	10.0	70-80	533.0	['0.00e+00', '2.06e-04', '6.88e-04', '1.31e-03', '2.06e-03', '3.10e-03', '3.72e-03', '7.78e-03', '1.07e-02', '1.26e-02', '1.66e-02', '1.83e-02', '2.00e-02', '1.96e-02', '1.81e-02', '1.62e-02', '1.20e-02', '8.46e-03', '5.78e-03', '2.06e-03', '6.88e-04']				[None, '1.52e-04', '1.52e-04', '1.09e-04', '2.18e-04', '6.53e-05', '2.61e-04', '5.00e-04', '8.70e-04', '5.87e-04', '5.66e-04', '7.62e-04', '7.62e-04', '8.49e-04', '8.05e-04', '8.92e-04', '7.83e-04', '5.66e-04', '3.92e-04', '2.61e-04', '1.52e-04']	[None, '2.33e+00', '7.00e-01', '2.63e-01', '3.33e-01', '6.67e-02', '2.22e-01', '2.04e-01', '2.58e-01', '1.48e-01', '1.08e-01', '1.32e-01', '1.20e-01', '1.37e-01', '1.41e-01', '1.74e-01', '2.06e-01', '2.11e-01', '2.14e-01', '4.00e-01', '7.00e-01']	[None, '4.82e-04', '4.82e-04', '3.44e-04', '6.88e-04', '2.06e-04', '8.26e-04', '1.58e-03', '2.75e-03', '1.86e-03', '1.79e-03', '2.41e-03', '2.41e-03', '2.68e-03', '2.55e-03', '2.82e-03', '2.48e-03', '1.79e-03', '1.24e-03', '8.26e-04', '4.82e-04']			
Liukas2011	2381	plasma	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	concentration	paracetamol	gram / liter	['0.00e+00', '1.25e-01', '2.50e-01', '2.92e-01', '3.33e-01', '4.17e-01', '5.00e-01', '5.83e-01', '7.50e-01', '1.25e+00', '1.75e+00', '2.25e+00', '3.25e+00', '4.25e+00', '5.25e+00', '6.25e+00', '8.25e+00', '1.02e+01', '1.22e+01', '1.82e+01', '2.42e+01']	hr	public	2369	[{'pk': 41066}, {'pk': 41065}, {'pk': 41064}, {'pk': 41063}, {'pk': 41062}, {'pk': 41061}, {'pk': 41060}, {'pk': 41059}, {'pk': 41058}, {'pk': 41057}, {'pk': 41056}, {'pk': 41055}, {'pk': 41054}, {'pk': 41053}, {'pk': 41052}, {'pk': 41051}]	1256	/media/data/Liukas2011_Fig1.png	10.0	70-80	533.0	['0.00e+00', '8.39e-03', '1.45e-02', '1.52e-02', '1.52e-02', '1.52e-02', '1.42e-02', '1.31e-02', '1.19e-02', '1.11e-02', '9.53e-03', '8.66e-03', '6.58e-03', '4.97e-03', '3.89e-03', '2.89e-03', '2.01e-03', '1.07e-03', '5.37e-04', '6.71e-05', '6.71e-05']				[None, '3.82e-04', '3.40e-04', '4.46e-04', '5.94e-04', '1.70e-04', '1.91e-04', '3.61e-04', '3.82e-04', '2.55e-04', '2.33e-04', '1.49e-04', '1.70e-04', '1.06e-04', '1.70e-04', '1.70e-04', '1.49e-04', '1.70e-04', '1.91e-04', '1.49e-04', '8.49e-05']	[None, '1.44e-01', '7.41e-02', '9.25e-02', '1.23e-01', '3.52e-02', '4.25e-02', '8.72e-02', '1.01e-01', '7.23e-02', '7.75e-02', '5.43e-02', '8.16e-02', '6.76e-02', '1.38e-01', '1.86e-01', '2.33e-01', '5.00e-01', '1.13e+00', '7.00e+00', '4.00e+00']	[None, '1.21e-03', '1.07e-03', '1.41e-03', '1.88e-03', '5.37e-04', '6.04e-04', '1.14e-03', '1.21e-03', '8.05e-04', '7.38e-04', '4.70e-04', '5.37e-04', '3.36e-04', '5.37e-04', '5.37e-04', '4.70e-04', '5.37e-04', '6.04e-04', '4.70e-04', '2.68e-04']			
Liukas2011	2380	plasma	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	concentration	paracetamol sulfate	gram / liter	['0.00e+00', '1.25e-01', '2.50e-01', '2.92e-01', '3.33e-01', '4.17e-01', '5.00e-01', '5.83e-01', '7.50e-01', '1.25e+00', '1.75e+00', '2.25e+00', '3.25e+00', '4.25e+00', '5.25e+00', '6.25e+00', '8.25e+00', '1.02e+01', '1.22e+01', '1.82e+01', '2.42e+01']	hr	public	2368	[{'pk': 41050}, {'pk': 41049}, {'pk': 41048}, {'pk': 41047}, {'pk': 41046}, {'pk': 41045}, {'pk': 41044}, {'pk': 41043}, {'pk': 41042}, {'pk': 41041}, {'pk': 41040}, {'pk': 41039}, {'pk': 41038}, {'pk': 41037}, {'pk': 41036}, {'pk': 41035}]	1256	/media/data/Liukas2011_Fig1.png	10.0	60-70	532.0	['0.00e+00', '5.01e-04', '9.34e-04', '1.62e-03', '2.07e-03', '2.64e-03', '3.23e-03', '4.21e-03', '4.53e-03', '5.10e-03', '5.63e-03', '5.67e-03', '5.51e-03', '4.87e-03', '4.19e-03', '3.64e-03', '2.44e-03', '1.50e-03', '1.03e-03', '5.47e-04', '2.51e-04']				[None, '4.32e-05', '1.08e-04', '5.78e-05', '1.15e-04', '1.58e-04', '1.87e-04', '8.64e-05', '7.20e-05', '1.22e-04', '1.37e-04', '1.66e-04', '1.94e-04', '2.31e-04', '1.80e-04', '1.73e-04', '1.30e-04', '1.15e-04', '9.36e-05', '4.32e-05', '4.32e-05']	[None, '2.73e-01', '3.66e-01', '1.13e-01', '1.76e-01', '1.90e-01', '1.83e-01', '6.49e-02', '5.03e-02', '7.59e-02', '7.69e-02', '9.24e-02', '1.12e-01', '1.50e-01', '1.36e-01', '1.50e-01', '1.68e-01', '2.42e-01', '2.89e-01', '2.50e-01', '5.45e-01']	[None, '1.37e-04', '3.42e-04', '1.83e-04', '3.64e-04', '5.01e-04', '5.92e-04', '2.73e-04', '2.28e-04', '3.87e-04', '4.33e-04', '5.24e-04', '6.15e-04', '7.29e-04', '5.69e-04', '5.47e-04', '4.10e-04', '3.64e-04', '2.96e-04', '1.37e-04', '1.37e-04']			
Liukas2011	2379	plasma	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	concentration	paracetamol glucuronide	gram / liter	['0.00e+00', '1.25e-01', '2.50e-01', '2.92e-01', '3.33e-01', '4.17e-01', '5.00e-01', '5.83e-01', '7.50e-01', '1.25e+00', '1.75e+00', '2.25e+00', '3.25e+00', '4.25e+00', '5.25e+00', '6.25e+00', '8.25e+00', '1.02e+01', '1.22e+01', '1.82e+01', '2.42e+01']	hr	public	2367	[{'pk': 41034}, {'pk': 41033}, {'pk': 41032}, {'pk': 41031}, {'pk': 41030}, {'pk': 41029}, {'pk': 41028}, {'pk': 41027}, {'pk': 41026}, {'pk': 41025}, {'pk': 41024}, {'pk': 41023}, {'pk': 41022}, {'pk': 41021}, {'pk': 41020}, {'pk': 41019}]	1256	/media/data/Liukas2011_Fig1.png	10.0	60-70	532.0	['0.00e+00', '1.38e-04', '1.03e-03', '1.79e-03', '2.48e-03', '3.37e-03', '4.61e-03', '8.60e-03', '1.13e-02', '1.35e-02', '1.70e-02', '1.91e-02', '1.99e-02', '1.87e-02', '1.65e-02', '1.44e-02', '9.84e-03', '6.33e-03', '4.27e-03', '1.72e-03', '2.06e-04']				[None, '3.26e-04', '1.74e-04', '3.26e-04', '3.92e-04', '4.57e-04', '4.35e-04', '3.26e-04', '2.61e-04', '3.05e-04', '4.13e-04', '5.00e-04', '7.83e-04', '2.39e-04', '3.05e-04', '3.05e-04', '3.48e-04', '2.61e-04', '2.39e-04', '3.05e-04', '3.05e-04']	[None, '7.50e+00', '5.33e-01', '5.77e-01', '5.00e-01', '4.29e-01', '2.99e-01', '1.20e-01', '7.32e-02', '7.14e-02', '7.69e-02', '8.30e-02', '1.25e-01', '4.04e-02', '5.83e-02', '6.70e-02', '1.12e-01', '1.30e-01', '1.77e-01', '5.60e-01', '4.67e+00']	[None, '1.03e-03', '5.50e-04', '1.03e-03', '1.24e-03', '1.44e-03', '1.38e-03', '1.03e-03', '8.26e-04', '9.63e-04', '1.31e-03', '1.58e-03', '2.48e-03', '7.57e-04', '9.63e-04', '9.63e-04', '1.10e-03', '8.26e-04', '7.57e-04', '9.63e-04', '9.63e-04']			
Liukas2011	2378	plasma	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	concentration	paracetamol	gram / liter	['0.00e+00', '1.25e-01', '2.50e-01', '2.92e-01', '3.33e-01', '4.17e-01', '5.00e-01', '5.83e-01', '7.50e-01', '1.25e+00', '1.75e+00', '2.25e+00', '3.25e+00', '4.25e+00', '5.25e+00', '6.25e+00', '8.25e+00', '1.02e+01', '1.22e+01', '1.82e+01', '2.42e+01']	hr	public	2366	[{'pk': 41018}, {'pk': 41017}, {'pk': 41016}, {'pk': 41015}, {'pk': 41014}, {'pk': 41013}, {'pk': 41012}, {'pk': 41011}, {'pk': 41010}, {'pk': 41009}, {'pk': 41008}, {'pk': 41007}, {'pk': 41006}, {'pk': 41005}, {'pk': 41004}, {'pk': 41003}]	1256	/media/data/Liukas2011_Fig1.png	10.0	60-70	532.0	['0.00e+00', '9.64e-03', '1.46e-02', '1.54e-02', '1.55e-02', '1.39e-02', '1.35e-02', '1.27e-02', '1.13e-02', '1.08e-02', '9.98e-03', '8.57e-03', '7.03e-03', '5.56e-03', '3.95e-03', '3.08e-03', '2.14e-03', '1.27e-03', '5.36e-04', '3.35e-04', '3.35e-04']				[None, '1.13e-04', '1.80e-04', '1.58e-04', '3.79e-04', '4.98e-04', '3.07e-04', '3.49e-04', '3.48e-04', '2.62e-04', '2.62e-04', '1.97e-04', '1.96e-04', '8.88e-05', '1.30e-04', '1.08e-04', '1.29e-04', '1.07e-04', '1.49e-04', '1.28e-04', '6.39e-05']	[None, '3.70e-02', '3.90e-02', '3.25e-02', '7.72e-02', '1.13e-01', '7.17e-02', '8.71e-02', '9.71e-02', '7.69e-02', '8.30e-02', '7.27e-02', '8.81e-02', '5.05e-02', '1.04e-01', '1.11e-01', '1.90e-01', '2.66e-01', '8.79e-01', '1.20e+00', '6.04e-01']	[None, '3.57e-04', '5.70e-04', '5.00e-04', '1.20e-03', '1.57e-03', '9.70e-04', '1.10e-03', '1.10e-03', '8.29e-04', '8.28e-04', '6.23e-04', '6.20e-04', '2.81e-04', '4.12e-04', '3.42e-04', '4.07e-04', '3.38e-04', '4.71e-04', '4.03e-04', '2.02e-04']			
Liukas2011	2377	plasma	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	concentration	paracetamol sulfate	gram / liter	['0.00e+00', '1.25e-01', '2.50e-01', '2.92e-01', '3.33e-01', '4.17e-01', '5.00e-01', '5.83e-01', '7.50e-01', '1.25e+00', '1.75e+00', '2.25e+00', '3.25e+00', '4.25e+00', '5.25e+00', '6.25e+00', '8.25e+00', '1.02e+01', '1.22e+01', '1.82e+01', '2.42e+01']	hr	public	2365	[{'pk': 41002}, {'pk': 41001}, {'pk': 41000}, {'pk': 40999}, {'pk': 40998}, {'pk': 40997}, {'pk': 40996}, {'pk': 40995}, {'pk': 40994}, {'pk': 40993}, {'pk': 40992}, {'pk': 40991}, {'pk': 40990}, {'pk': 40989}, {'pk': 40988}, {'pk': 40987}]	1256	/media/data/Liukas2011_Fig1.png	10.0	20-40	531.0	['0.00e+00', '5.47e-04', '1.09e-03', '1.55e-03', '2.44e-03', '3.30e-03', '3.90e-03', '4.12e-03', '4.15e-03', '4.56e-03', '4.53e-03', '4.49e-03', '3.92e-03', '3.33e-03', '2.64e-03', '2.21e-03', '1.39e-03', '9.11e-04', '6.83e-04', '4.33e-04', '1.59e-04']				[None, '2.88e-05', '7.20e-05', '6.48e-05', '1.87e-04', '1.87e-04', '1.90e-04', '7.92e-05', '1.01e-04', '8.64e-05', '8.64e-05', '8.64e-05', '1.01e-04', '7.20e-05', '5.76e-05', '5.76e-05', '5.04e-05', '4.32e-05', '4.32e-05', '7.20e-06', '2.88e-05']	[None, '1.67e-01', '2.08e-01', '1.32e-01', '2.43e-01', '1.79e-01', '1.54e-01', '6.08e-02', '7.69e-02', '6.00e-02', '6.03e-02', '6.09e-02', '8.14e-02', '6.85e-02', '6.90e-02', '8.25e-02', '1.15e-01', '1.50e-01', '2.00e-01', '5.26e-02', '5.71e-01']	[None, '9.11e-05', '2.28e-04', '2.05e-04', '5.92e-04', '5.92e-04', '6.00e-04', '2.51e-04', '3.19e-04', '2.73e-04', '2.73e-04', '2.73e-04', '3.19e-04', '2.28e-04', '1.82e-04', '1.82e-04', '1.59e-04', '1.37e-04', '1.37e-04', '2.28e-05', '9.11e-05']			
