	study	output_type	pk	tissue	substance_name	pktype	unit	interventions	individual_pk	value	group_pk	mean	se	cv	time_unit	time	sd	figure	auc_end	kel	max	min	median	category	route	unit_intervention	substance_name_intervention	time_unit_intervention	value_intervention	time_intervention	form	application	choice	se_intervention	min_intervention	max_intervention	subject_type	subject_pk	('study', '')	('subject_name', '')	('species', 'choice')	('species', 'count')	('healthy', 'choice')	('healthy', 'count')	('sex', 'choice')	('sex', 'count')	('sex', 'unit')	('age', 'count')	('age', 'cv')	('age', 'max')	('age', 'mean')	('age', 'median')	('age', 'min')	('age', 'sd')	('age', 'se')	('age', 'unit')	('age', 'value')	('smoking', 'choice')	('smoking', 'count')	('smoking', 'unit')	('weight', 'count')	('weight', 'cv')	('weight', 'max')	('weight', 'mean')	('weight', 'median')	('weight', 'min')	('weight', 'sd')	('weight', 'se')	('weight', 'unit')	('weight', 'value')	('abstinence', 'choice')	('abstinence', 'count')	('abstinence', 'mean')	('abstinence', 'min')	('abstinence', 'unit')	('oral contraceptives', 'choice')	('oral contraceptives', 'count')	('medication', 'choice')	('medication', 'count')	('general', 'group_count')	('ethnicity', 'choice')	('ethnicity', 'count')	('overnight fast', 'choice')	('overnight fast', 'count')	('disease', 'choice')	('disease', 'count')	('bmi', 'count')	('bmi', 'cv')	('bmi', 'max')	('bmi', 'mean')	('bmi', 'median')	('bmi', 'min')	('bmi', 'sd')	('bmi', 'se')	('bmi', 'unit')	('bmi', 'value')	('smoking amount (cigarettes)', 'count')	('smoking amount (cigarettes)', 'cv')	('smoking amount (cigarettes)', 'max')	('smoking amount (cigarettes)', 'mean')	('smoking amount (cigarettes)', 'min')	('smoking amount (cigarettes)', 'sd')	('smoking amount (cigarettes)', 'se')	('smoking amount (cigarettes)', 'unit')	('smoking amount (cigarettes)', 'value')	('phenotype', 'choice')	('phenotype', 'count')	('blood pressure', 'count')	('blood pressure', 'max')	('blood pressure', 'unit')	('smoking duration (years)', 'count')	('smoking duration (years)', 'mean')	('smoking duration (years)', 'min')	('smoking duration (years)', 'unit')	('fasted', 'count')	('fasted', 'max')	('fasted', 'mean')	('fasted', 'min')	('fasted', 'unit')	('CYP2D6 genotype', 'choice')	('CYP2D6 genotype', 'count')	('alcohol abstinence', 'choice')	('alcohol abstinence', 'count')	('alcohol abstinence', 'min')	('alcohol abstinence', 'unit')	('caffeine amount', 'count')	('caffeine amount', 'cv')	('caffeine amount', 'max')	('caffeine amount', 'mean')	('caffeine amount', 'min')	('caffeine amount', 'sd')	('caffeine amount', 'se')	('caffeine amount', 'unit')	('medication type', 'choice')	('medication type', 'count')	('height', 'count')	('height', 'cv')	('height', 'max')	('height', 'mean')	('height', 'min')	('height', 'sd')	('height', 'se')	('height', 'unit')	('height', 'value')	('obesity index', 'count')	('obesity index', 'cv')	('obesity index', 'max')	('obesity index', 'mean')	('obesity index', 'min')	('obesity index', 'sd')	('obesity index', 'se')	('obesity index', 'unit')	('obese', 'choice')	('obese', 'count')	('obese', 'unit')	('caffeine amount (beverages)', 'count')	('caffeine amount (beverages)', 'max')	('caffeine amount (beverages)', 'unit')	('caffeine amount (beverages)', 'value')	('consumption', 'choice')	('consumption', 'count')	('consumption', 'cv')	('consumption', 'max')	('consumption', 'mean')	('consumption', 'min')	('consumption', 'sd')	('consumption', 'se')	('consumption', 'unit')	('glucose', 'count')	('glucose', 'cv')	('glucose', 'max')	('glucose', 'mean')	('glucose', 'min')	('glucose', 'sd')	('glucose', 'se')	('glucose', 'unit')	('smoking amount (packyears)', 'count')	('smoking amount (packyears)', 'min')	('smoking amount (packyears)', 'unit')	('caffeine', 'choice')	('caffeine', 'count')	('disease duration', 'count')	('disease duration', 'cv')	('disease duration', 'max')	('disease duration', 'mean')	('disease duration', 'min')	('disease duration', 'sd')	('disease duration', 'se')	('disease duration', 'unit')	('HbA1c', 'count')	('HbA1c', 'cv')	('HbA1c', 'max')	('HbA1c', 'mean')	('HbA1c', 'min')	('HbA1c', 'se')	('HbA1c', 'unit')	('alcohol', 'choice')	('alcohol', 'count')	('insulin', 'count')	('insulin', 'cv')	('insulin', 'mean')	('insulin', 'sd')	('insulin', 'se')	('insulin', 'unit')	('cholesterol', 'count')	('cholesterol', 'cv')	('cholesterol', 'mean')	('cholesterol', 'se')	('cholesterol', 'unit')	('LDL-C', 'count')	('LDL-C', 'cv')	('LDL-C', 'mean')	('LDL-C', 'se')	('LDL-C', 'unit')	('LDL-H', 'count')	('LDL-H', 'cv')	('LDL-H', 'mean')	('LDL-H', 'se')	('LDL-H', 'unit')	('triglyceride', 'count')	('triglyceride', 'cv')	('triglyceride', 'mean')	('triglyceride', 'se')	('triglyceride', 'unit')	('body surface area', 'count')	('body surface area', 'cv')	('body surface area', 'max')	('body surface area', 'mean')	('body surface area', 'min')	('body surface area', 'sd')	('body surface area', 'se')	('body surface area', 'unit')	('percent fat', 'count')	('percent fat', 'cv')	('percent fat', 'mean')	('percent fat', 'sd')	('percent fat', 'se')	('percent fat', 'unit')	('genetics', 'choice')	('genetics', 'count')	('glucagon', 'count')	('glucagon', 'cv')	('glucagon', 'mean')	('glucagon', 'sd')	('glucagon', 'se')	('glucagon', 'unit')	('muscle weight', 'count')	('muscle weight', 'cv')	('muscle weight', 'mean')	('muscle weight', 'sd')	('muscle weight', 'se')	('muscle weight', 'unit')	('lean body mass', 'count')	('lean body mass', 'cv')	('lean body mass', 'mean')	('lean body mass', 'sd')	('lean body mass', 'se')	('lean body mass', 'unit')	('metabolic ratio', 'count')	('metabolic ratio', 'max')	('metabolic ratio', 'mean')	('metabolic ratio', 'min')	('metabolic ratio', 'unit')	('fat weight', 'count')	('fat weight', 'cv')	('fat weight', 'mean')	('fat weight', 'se')	('fat weight', 'unit')
3875	Vree1992	outputs	36708	plasma	codeine	recovery	-	1890	3414.0	0.037														dosing	oral	mg	codeine	h	22.0	0.0							individual	3414	Vree1992	2	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	62.0								N	8.0		caucasian	1																																																																																																																																																																																										
3876	Vree1992	outputs	36716	plasma	codeine-6-glucuronide	recovery	-	1890	3414.0	0.95														dosing	oral	mg	codeine	h	22.0	0.0							individual	3414	Vree1992	2	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	62.0								N	8.0		caucasian	1																																																																																																																																																																																										
3877	Vree1992	outputs	36724	plasma	norcodeine	recovery	-	1890	3414.0	0.009														dosing	oral	mg	codeine	h	22.0	0.0							individual	3414	Vree1992	2	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	62.0								N	8.0		caucasian	1																																																																																																																																																																																										
3878	Vree1992	outputs	36732	plasma	morphine	recovery	-	1890	3414.0	0.0003														dosing	oral	mg	codeine	h	22.0	0.0							individual	3414	Vree1992	2	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	62.0								N	8.0		caucasian	1																																																																																																																																																																																										
3879	Vree1992	outputs	36740	plasma	morphine-3-glucuronide	recovery	-	1890	3414.0	0.01														dosing	oral	mg	codeine	h	22.0	0.0							individual	3414	Vree1992	2	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	62.0								N	8.0		caucasian	1																																																																																																																																																																																										
3880	Vree1992	outputs	36748	plasma	morphine-6-glucuronide	recovery	-	1890	3414.0	0.003														dosing	oral	mg	codeine	h	22.0	0.0							individual	3414	Vree1992	2	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	62.0								N	8.0		caucasian	1																																																																																																																																																																																										
3881	Vree1992	outputs	36756	plasma	normorphine	recovery	-	1890	3414.0	0.001														dosing	oral	mg	codeine	h	22.0	0.0							individual	3414	Vree1992	2	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	62.0								N	8.0		caucasian	1																																																																																																																																																																																										
3882	Vree1992	outputs	36764	plasma	morphine+normorphine+M3G+M6G+codeine+norcodeine+C6G+NCG	recovery	-	1890	3414.0	1.01														dosing	oral	mg	codeine	h	22.0	0.0							individual	3414	Vree1992	2	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	62.0								N	8.0		caucasian	1																																																																																																																																																																																										
3883	Vree1992	outputs	36772	plasma	codeine	clearance	l/h	1890	3414.0	5.19														dosing	oral	mg	codeine	h	22.0	0.0							individual	3414	Vree1992	2	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	62.0								N	8.0		caucasian	1																																																																																																																																																																																										
3884	Vree1992	outputs	36780	plasma	codeine-6-glucuronide	clearance	l/h	1890	3414.0	9.6														dosing	oral	mg	codeine	h	22.0	0.0							individual	3414	Vree1992	2	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	62.0								N	8.0		caucasian	1																																																																																																																																																																																										
3885	Vree1992	outputs	36788	plasma	morphine-3-glucuronide	clearance	l/h	1890	3414.0	3.92														dosing	oral	mg	codeine	h	22.0	0.0							individual	3414	Vree1992	2	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	62.0								N	8.0		caucasian	1																																																																																																																																																																																										
3886	Vree1992	outputs	36391	plasma	codeine	cmax	µg/ml	1890	3415.0	0.082														dosing	oral	mg	codeine	h	22.0	0.0							individual	3415	Vree1992	3	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	75.0								N	8.0		caucasian	1																																																																																																																																																																																										
3887	Vree1992	outputs	36399	plasma	codeine-6-glucuronide	cmax	µg/ml	1890	3415.0	0.83														dosing	oral	mg	codeine	h	22.0	0.0							individual	3415	Vree1992	3	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	75.0								N	8.0		caucasian	1																																																																																																																																																																																										
3888	Vree1992	outputs	36407	plasma	morphine-3-glucuronide	cmax	µg/ml	1890	3415.0	0.06														dosing	oral	mg	codeine	h	22.0	0.0							individual	3415	Vree1992	3	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	75.0								N	8.0		caucasian	1																																																																																																																																																																																										
3889	Vree1992	outputs	36415	plasma	morphine-6-glucuronide	cmax	µg/ml	1890	3415.0	0.0068														dosing	oral	mg	codeine	h	22.0	0.0							individual	3415	Vree1992	3	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	75.0								N	8.0		caucasian	1																																																																																																																																																																																										
3890	Vree1992	outputs	36423	plasma	codeine	thalf	h	1890	3415.0	1.0														dosing	oral	mg	codeine	h	22.0	0.0							individual	3415	Vree1992	3	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	75.0								N	8.0		caucasian	1																																																																																																																																																																																										
3891	Vree1992	outputs	36431	plasma	codeine-6-glucuronide	thalf	h	1890	3415.0	2.0														dosing	oral	mg	codeine	h	22.0	0.0							individual	3415	Vree1992	3	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	75.0								N	8.0		caucasian	1																																																																																																																																																																																										
3892	Vree1992	outputs	36439	plasma	morphine-3-glucuronide	thalf	h	1890	3415.0	1.3														dosing	oral	mg	codeine	h	22.0	0.0							individual	3415	Vree1992	3	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	75.0								N	8.0		caucasian	1																																																																																																																																																																																										
3893	Vree1992	outputs	36447	plasma	codeine	mrt	h	1890	3415.0	1.86														dosing	oral	mg	codeine	h	22.0	0.0							individual	3415	Vree1992	3	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	75.0								N	8.0		caucasian	1																																																																																																																																																																																										
3894	Vree1992	outputs	36455	plasma	codeine-6-glucuronide	mrt	h	1890	3415.0	3.38														dosing	oral	mg	codeine	h	22.0	0.0							individual	3415	Vree1992	3	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	75.0								N	8.0		caucasian	1																																																																																																																																																																																										
3895	Vree1992	outputs	36463	plasma	morphine-3-glucuronide	mrt	h	1890	3415.0	2.42														dosing	oral	mg	codeine	h	22.0	0.0							individual	3415	Vree1992	3	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	75.0								N	8.0		caucasian	1																																																																																																																																																																																										
3896	Vree1992	outputs	36471	plasma	morphine-6-glucuronide	mrt	h	1890	3415.0	1.52														dosing	oral	mg	codeine	h	22.0	0.0							individual	3415	Vree1992	3	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	75.0								N	8.0		caucasian	1																																																																																																																																																																																										
3897	Vree1992	outputs	36479	plasma	codeine	clearance	l/h	1890	3415.0	141.0														dosing	oral	mg	codeine	h	22.0	0.0							individual	3415	Vree1992	3	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	75.0								N	8.0		caucasian	1																																																																																																																																																																																										
3898	Vree1992	outputs	36487	plasma	codeine	vd	l	1890	3415.0	260.0														dosing	oral	mg	codeine	h	22.0	0.0							individual	3415	Vree1992	3	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	75.0								N	8.0		caucasian	1																																																																																																																																																																																										
3899	Vree1992	outputs	36567	plasma	codeine	auc_inf	µmol*h/l	1890	3415.0	0.525														dosing	oral	mg	codeine	h	22.0	0.0							individual	3415	Vree1992	3	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	75.0								N	8.0		caucasian	1																																																																																																																																																																																										
3900	Vree1992	outputs	36575	plasma	codeine-6-glucuronide	auc_inf	µmol*h/l	1890	3415.0	6.42														dosing	oral	mg	codeine	h	22.0	0.0							individual	3415	Vree1992	3	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	75.0								N	8.0		caucasian	1																																																																																																																																																																																										
3901	Vree1992	outputs	36583	plasma	morphine-3-glucuronide	auc_inf	µmol*h/l	1890	3415.0	0.353														dosing	oral	mg	codeine	h	22.0	0.0							individual	3415	Vree1992	3	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	75.0								N	8.0		caucasian	1																																																																																																																																																																																										
3902	Vree1992	outputs	36591	plasma	codeine	auc_relative	-	1890	3415.0	0.072														dosing	oral	mg	codeine	h	22.0	0.0							individual	3415	Vree1992	3	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	75.0								N	8.0		caucasian	1																																																																																																																																																																																										
3903	Vree1992	outputs	36599	plasma	codeine-6-glucuronide	auc_relative	-	1890	3415.0	0.88														dosing	oral	mg	codeine	h	22.0	0.0							individual	3415	Vree1992	3	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	75.0								N	8.0		caucasian	1																																																																																																																																																																																										
3904	Vree1992	outputs	36607	plasma	morphine-3-glucuronide	auc_relative	-	1890	3415.0	0.048														dosing	oral	mg	codeine	h	22.0	0.0							individual	3415	Vree1992	3	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	75.0								N	8.0		caucasian	1																																																																																																																																																																																										
3905	Vree1992	outputs	36709	plasma	codeine	recovery	-	1890	3415.0	0.029														dosing	oral	mg	codeine	h	22.0	0.0							individual	3415	Vree1992	3	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	75.0								N	8.0		caucasian	1																																																																																																																																																																																										
3906	Vree1992	outputs	36717	plasma	codeine-6-glucuronide	recovery	-	1890	3415.0	0.825														dosing	oral	mg	codeine	h	22.0	0.0							individual	3415	Vree1992	3	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	75.0								N	8.0		caucasian	1																																																																																																																																																																																										
3907	Vree1992	outputs	36725	plasma	norcodeine	recovery	-	1890	3415.0	0.015														dosing	oral	mg	codeine	h	22.0	0.0							individual	3415	Vree1992	3	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	75.0								N	8.0		caucasian	1																																																																																																																																																																																										
3908	Vree1992	outputs	36733	plasma	morphine	recovery	-	1890	3415.0	0.007														dosing	oral	mg	codeine	h	22.0	0.0							individual	3415	Vree1992	3	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	75.0								N	8.0		caucasian	1																																																																																																																																																																																										
3909	Vree1992	outputs	36741	plasma	morphine-3-glucuronide	recovery	-	1890	3415.0	0.021														dosing	oral	mg	codeine	h	22.0	0.0							individual	3415	Vree1992	3	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	75.0								N	8.0		caucasian	1																																																																																																																																																																																										
3910	Vree1992	outputs	36749	plasma	morphine-6-glucuronide	recovery	-	1890	3415.0	0.011														dosing	oral	mg	codeine	h	22.0	0.0							individual	3415	Vree1992	3	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	75.0								N	8.0		caucasian	1																																																																																																																																																																																										
3911	Vree1992	outputs	36757	plasma	normorphine	recovery	-	1890	3415.0	0.026														dosing	oral	mg	codeine	h	22.0	0.0							individual	3415	Vree1992	3	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	75.0								N	8.0		caucasian	1																																																																																																																																																																																										
3912	Vree1992	outputs	36765	plasma	morphine+normorphine+M3G+M6G+codeine+norcodeine+C6G+NCG	recovery	-	1890	3415.0	0.934														dosing	oral	mg	codeine	h	22.0	0.0							individual	3415	Vree1992	3	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	75.0								N	8.0		caucasian	1																																																																																																																																																																																										
3913	Vree1992	outputs	36773	plasma	codeine	clearance	l/h	1890	3415.0	4.03														dosing	oral	mg	codeine	h	22.0	0.0							individual	3415	Vree1992	3	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	75.0								N	8.0		caucasian	1																																																																																																																																																																																										
3914	Vree1992	outputs	36781	plasma	codeine-6-glucuronide	clearance	l/h	1890	3415.0	9.48														dosing	oral	mg	codeine	h	22.0	0.0							individual	3415	Vree1992	3	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	75.0								N	8.0		caucasian	1																																																																																																																																																																																										
3915	Vree1992	outputs	36789	plasma	morphine-3-glucuronide	clearance	l/h	1890	3415.0	4.31														dosing	oral	mg	codeine	h	22.0	0.0							individual	3415	Vree1992	3	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	75.0								N	8.0		caucasian	1																																																																																																																																																																																										
3916	Vree1992	outputs	36392	plasma	codeine	cmax	µg/ml	1890	3416.0	0.0415														dosing	oral	mg	codeine	h	22.0	0.0							individual	3416	Vree1992	4	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	68.0								N	8.0		caucasian	1																																																																																																																																																																																										
3917	Vree1992	outputs	36400	plasma	codeine-6-glucuronide	cmax	µg/ml	1890	3416.0	1.04														dosing	oral	mg	codeine	h	22.0	0.0							individual	3416	Vree1992	4	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	68.0								N	8.0		caucasian	1																																																																																																																																																																																										
3918	Vree1992	outputs	36408	plasma	morphine-3-glucuronide	cmax	µg/ml	1890	3416.0	0.0541														dosing	oral	mg	codeine	h	22.0	0.0							individual	3416	Vree1992	4	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	68.0								N	8.0		caucasian	1																																																																																																																																																																																										
3919	Vree1992	outputs	36416	plasma	morphine-6-glucuronide	cmax	µg/ml	1890	3416.0															dosing	oral	mg	codeine	h	22.0	0.0							individual	3416	Vree1992	4	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	68.0								N	8.0		caucasian	1																																																																																																																																																																																										
3920	Vree1992	outputs	36424	plasma	codeine	thalf	h	1890	3416.0	1.8														dosing	oral	mg	codeine	h	22.0	0.0							individual	3416	Vree1992	4	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	68.0								N	8.0		caucasian	1																																																																																																																																																																																										
3921	Vree1992	outputs	36432	plasma	codeine-6-glucuronide	thalf	h	1890	3416.0	3.0														dosing	oral	mg	codeine	h	22.0	0.0							individual	3416	Vree1992	4	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	68.0								N	8.0		caucasian	1																																																																																																																																																																																										
3922	Vree1992	outputs	36440	plasma	morphine-3-glucuronide	thalf	h	1890	3416.0	1.8														dosing	oral	mg	codeine	h	22.0	0.0							individual	3416	Vree1992	4	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	68.0								N	8.0		caucasian	1																																																																																																																																																																																										
3923	Vree1992	outputs	36448	plasma	codeine	mrt	h	1890	3416.0	3.23														dosing	oral	mg	codeine	h	22.0	0.0							individual	3416	Vree1992	4	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	68.0								N	8.0		caucasian	1																																																																																																																																																																																										
3924	Vree1992	outputs	36456	plasma	codeine-6-glucuronide	mrt	h	1890	3416.0	5.22														dosing	oral	mg	codeine	h	22.0	0.0							individual	3416	Vree1992	4	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	68.0								N	8.0		caucasian	1																																																																																																																																																																																										
3925	Vree1992	outputs	36464	plasma	morphine-3-glucuronide	mrt	h	1890	3416.0	4.01														dosing	oral	mg	codeine	h	22.0	0.0							individual	3416	Vree1992	4	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	68.0								N	8.0		caucasian	1																																																																																																																																																																																										
3926	Vree1992	outputs	36472	plasma	morphine-6-glucuronide	mrt	h	1890	3416.0	1.99														dosing	oral	mg	codeine	h	22.0	0.0							individual	3416	Vree1992	4	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	68.0								N	8.0		caucasian	1																																																																																																																																																																																										
3927	Vree1992	outputs	36480	plasma	codeine	clearance	l/h	1890	3416.0	139.0														dosing	oral	mg	codeine	h	22.0	0.0							individual	3416	Vree1992	4	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	68.0								N	8.0		caucasian	1																																																																																																																																																																																										
3928	Vree1992	outputs	36488	plasma	codeine	vd	l	1890	3416.0	450.0														dosing	oral	mg	codeine	h	22.0	0.0							individual	3416	Vree1992	4	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	68.0								N	8.0		caucasian	1																																																																																																																																																																																										
3929	Vree1992	outputs	36568	plasma	codeine	auc_inf	µmol*h/l	1890	3416.0	0.53														dosing	oral	mg	codeine	h	22.0	0.0							individual	3416	Vree1992	4	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	68.0								N	8.0		caucasian	1																																																																																																																																																																																										
3930	Vree1992	outputs	36576	plasma	codeine-6-glucuronide	auc_inf	µmol*h/l	1890	3416.0	11.1														dosing	oral	mg	codeine	h	22.0	0.0							individual	3416	Vree1992	4	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	68.0								N	8.0		caucasian	1																																																																																																																																																																																										
3931	Vree1992	outputs	36584	plasma	morphine-3-glucuronide	auc_inf	µmol*h/l	1890	3416.0	0.447														dosing	oral	mg	codeine	h	22.0	0.0							individual	3416	Vree1992	4	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	68.0								N	8.0		caucasian	1																																																																																																																																																																																										
3932	Vree1992	outputs	36592	plasma	codeine	auc_relative	-	1890	3416.0	0.044														dosing	oral	mg	codeine	h	22.0	0.0							individual	3416	Vree1992	4	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	68.0								N	8.0		caucasian	1																																																																																																																																																																																										
3933	Vree1992	outputs	36600	plasma	codeine-6-glucuronide	auc_relative	-	1890	3416.0	0.919														dosing	oral	mg	codeine	h	22.0	0.0							individual	3416	Vree1992	4	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	68.0								N	8.0		caucasian	1																																																																																																																																																																																										
3934	Vree1992	outputs	36608	plasma	morphine-3-glucuronide	auc_relative	-	1890	3416.0	0.037														dosing	oral	mg	codeine	h	22.0	0.0							individual	3416	Vree1992	4	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	68.0								N	8.0		caucasian	1																																																																																																																																																																																										
3935	Vree1992	outputs	36710	plasma	codeine	recovery	-	1890	3416.0	0.039														dosing	oral	mg	codeine	h	22.0	0.0							individual	3416	Vree1992	4	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	68.0								N	8.0		caucasian	1																																																																																																																																																																																										
3936	Vree1992	outputs	36718	plasma	codeine-6-glucuronide	recovery	-	1890	3416.0	0.773														dosing	oral	mg	codeine	h	22.0	0.0							individual	3416	Vree1992	4	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	68.0								N	8.0		caucasian	1																																																																																																																																																																																										
3937	Vree1992	outputs	36726	plasma	norcodeine	recovery	-	1890	3416.0	0.015														dosing	oral	mg	codeine	h	22.0	0.0							individual	3416	Vree1992	4	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	68.0								N	8.0		caucasian	1																																																																																																																																																																																										
3938	Vree1992	outputs	36734	plasma	morphine	recovery	-	1890	3416.0	0.003														dosing	oral	mg	codeine	h	22.0	0.0							individual	3416	Vree1992	4	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	68.0								N	8.0		caucasian	1																																																																																																																																																																																										
3939	Vree1992	outputs	36742	plasma	morphine-3-glucuronide	recovery	-	1890	3416.0	0.027														dosing	oral	mg	codeine	h	22.0	0.0							individual	3416	Vree1992	4	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	68.0								N	8.0		caucasian	1																																																																																																																																																																																										
3940	Vree1992	outputs	36750	plasma	morphine-6-glucuronide	recovery	-	1890	3416.0	0.006														dosing	oral	mg	codeine	h	22.0	0.0							individual	3416	Vree1992	4	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	68.0								N	8.0		caucasian	1																																																																																																																																																																																										
3941	Vree1992	outputs	36758	plasma	normorphine	recovery	-	1890	3416.0	0.023														dosing	oral	mg	codeine	h	22.0	0.0							individual	3416	Vree1992	4	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	68.0								N	8.0		caucasian	1																																																																																																																																																																																										
3942	Vree1992	outputs	36766	plasma	morphine+normorphine+M3G+M6G+codeine+norcodeine+C6G+NCG	recovery	-	1890	3416.0	0.8859999999999999														dosing	oral	mg	codeine	h	22.0	0.0							individual	3416	Vree1992	4	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	68.0								N	8.0		caucasian	1																																																																																																																																																																																										
3943	Vree1992	outputs	36774	plasma	codeine	clearance	l/h	1890	3416.0	5.4														dosing	oral	mg	codeine	h	22.0	0.0							individual	3416	Vree1992	4	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	68.0								N	8.0		caucasian	1																																																																																																																																																																																										
3944	Vree1992	outputs	36782	plasma	codeine-6-glucuronide	clearance	l/h	1890	3416.0	5.15														dosing	oral	mg	codeine	h	22.0	0.0							individual	3416	Vree1992	4	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	68.0								N	8.0		caucasian	1																																																																																																																																																																																										
3945	Vree1992	outputs	36790	plasma	morphine-3-glucuronide	clearance	l/h	1890	3416.0	4.73														dosing	oral	mg	codeine	h	22.0	0.0							individual	3416	Vree1992	4	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	68.0								N	8.0		caucasian	1																																																																																																																																																																																										
3946	Vree1992	timecourses	5406	plasma	codeine	concentration	µg/ml	1890	3416.0	['3.62e-02', '3.96e-02', '2.86e-02', '1.17e-02']					h	['1.33e+00', '2.19e+00', '3.05e+00', '4.87e+00']		/media/data/Vree1992_Fig2.png	0.098387175438534	0.4593698386276883				dosing	oral	mg	codeine	h	22.0	0.0							individual	3416	Vree1992	4	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	68.0								N	8.0		caucasian	1																																																																																																																																																																																										
