	raw_pk	tissue	interventions	unit	substance_name	pktype	calculated	individual_pk	value	group_pk	group_count	mean	timecourse_pk	time_unit	time	se	cv	sd	pharmacokinetics	figure	max	min	median	raw_pk_intervention	category	route	unit_intervention	substance_name_intervention	value_intervention	application	time_intervention	time_unit_intervention	form	choice	min_intervention	max_intervention	se_intervention	study	subject_pk	subject_name	('general', 'group_count')	('species', 'choice')	('species', 'count')	('healthy', 'choice')	('healthy', 'count')	('sex', 'choice')	('sex', 'count')	('age', 'count')	('age', 'max')	('age', 'mean')	('age', 'median')	('age', 'min')	('age', 'sd')	('age', 'se')	('age', 'unit')	('medication', 'choice')	('medication', 'count')	('abstinence', 'choice')	('abstinence', 'count')	('abstinence', 'mean')	('abstinence', 'min')	('abstinence', 'unit')	('smoking', 'choice')	('smoking', 'count')	('weight', 'count')	('weight', 'max')	('weight', 'mean')	('weight', 'median')	('weight', 'min')	('weight', 'sd')	('weight', 'se')	('weight', 'unit')	('overnight fast', 'choice')	('overnight fast', 'count')	('ethnicity', 'choice')	('ethnicity', 'count')	('oral contraceptives', 'choice')	('oral contraceptives', 'count')	('bmi', 'count')	('bmi', 'max')	('bmi', 'mean')	('bmi', 'median')	('bmi', 'min')	('bmi', 'sd')	('bmi', 'se')	('bmi', 'unit')	('disease', 'choice')	('disease', 'count')	('fasted', 'count')	('fasted', 'max')	('fasted', 'mean')	('fasted', 'min')	('fasted', 'unit')	('CYP2D6 phenotype', 'choice')	('CYP2D6 phenotype', 'count')	('glucose', 'count')	('glucose', 'max')	('glucose', 'mean')	('glucose', 'min')	('glucose', 'sd')	('glucose', 'se')	('glucose', 'unit')	('height', 'count')	('height', 'max')	('height', 'mean')	('height', 'min')	('height', 'sd')	('height', 'se')	('height', 'unit')	('HbA1c', 'count')	('HbA1c', 'max')	('HbA1c', 'mean')	('HbA1c', 'min')	('HbA1c', 'sd')	('HbA1c', 'se')	('HbA1c', 'unit')	('smoking amount (cigarettes)', 'count')	('smoking amount (cigarettes)', 'max')	('smoking amount (cigarettes)', 'mean')	('smoking amount (cigarettes)', 'min')	('smoking amount (cigarettes)', 'sd')	('smoking amount (cigarettes)', 'unit')	('alcohol abstinence', 'choice')	('alcohol abstinence', 'count')	('alcohol abstinence', 'min')	('alcohol abstinence', 'unit')	('disease duration', 'count')	('disease duration', 'max')	('disease duration', 'mean')	('disease duration', 'min')	('disease duration', 'sd')	('disease duration', 'se')	('disease duration', 'unit')	('insulin', 'count')	('insulin', 'mean')	('insulin', 'sd')	('insulin', 'se')	('insulin', 'unit')	('consumption', 'choice')	('consumption', 'count')	('consumption', 'max')	('consumption', 'mean')	('consumption', 'min')	('consumption', 'sd')	('consumption', 'se')	('consumption', 'unit')	('obesity index', 'count')	('obesity index', 'max')	('obesity index', 'mean')	('obesity index', 'min')	('obesity index', 'sd')	('obesity index', 'se')	('obesity index', 'unit')	('caffeine amount', 'count')	('caffeine amount', 'max')	('caffeine amount', 'mean')	('caffeine amount', 'min')	('caffeine amount', 'sd')	('caffeine amount', 'unit')	('CYP2D6 genotype', 'choice')	('CYP2D6 genotype', 'count')	('triglyceride', 'count')	('triglyceride', 'mean')	('triglyceride', 'se')	('triglyceride', 'unit')	('LDL-H', 'count')	('LDL-H', 'mean')	('LDL-H', 'se')	('LDL-H', 'unit')	('LDL-C', 'count')	('LDL-C', 'mean')	('LDL-C', 'se')	('LDL-C', 'unit')	('cholesterol', 'count')	('cholesterol', 'mean')	('cholesterol', 'se')	('cholesterol', 'unit')	('blood pressure', 'count')	('blood pressure', 'max')	('blood pressure', 'unit')	('percent fat', 'count')	('percent fat', 'mean')	('percent fat', 'sd')	('percent fat', 'se')	('percent fat', 'unit')	('fructosamine', 'count')	('fructosamine', 'mean')	('fructosamine', 'sd')	('fructosamine', 'unit')	('body surface area', 'count')	('body surface area', 'max')	('body surface area', 'mean')	('body surface area', 'min')	('body surface area', 'sd')	('body surface area', 'se')	('body surface area', 'unit')	('genetics', 'choice')	('genetics', 'count')	('smoking duration (years)', 'count')	('smoking duration (years)', 'mean')	('smoking duration (years)', 'min')	('smoking duration (years)', 'unit')	('caffeine', 'choice')	('caffeine', 'count')	('muscle weight', 'count')	('muscle weight', 'mean')	('muscle weight', 'sd')	('muscle weight', 'unit')	('medication type', 'choice')	('medication type', 'count')	('obese', 'choice')	('obese', 'count')	('creatinine_clearance', 'count')	('creatinine_clearance', 'max')	('creatinine_clearance', 'mean')	('creatinine_clearance', 'min')	('creatinine_clearance', 'unit')	('glucagon', 'count')	('glucagon', 'mean')	('glucagon', 'sd')	('glucagon', 'unit')	('lean body mass', 'count')	('lean body mass', 'mean')	('lean body mass', 'sd')	('lean body mass', 'unit')	('metabolic ratio', 'count')	('metabolic ratio', 'max')	('metabolic ratio', 'mean')	('metabolic ratio', 'min')	('metabolic ratio', 'unit')	('alcohol', 'choice')	('alcohol', 'count')	('fat weight', 'count')	('fat weight', 'mean')	('fat weight', 'se')	('fat weight', 'unit')	('smoking amount (packyears)', 'count')	('smoking amount (packyears)', 'min')	('smoking amount (packyears)', 'unit')	('caffeine amount (beverages)', 'count')	('caffeine amount (beverages)', 'max')	('caffeine amount (beverages)', 'unit')
1620	52675	plasma	1468	hour	glucose	thalf	True			703.0	6.0	3.43	4482.0											1467	metabolic challenge	oral					0.0	h		mixed-meal				Butler1991	703	IGT	6	homo sapiens	25	N	6.0	('M', 'F')	(3, 3)	6.0		45.0				3.0	yr	N	25								6.0		90.0				3.0	kilogram	Y	25.0					6.0		31.0				2.0	kilogram / meter ** 2	impaired glucose tolerance	6.0																																																																																																																																																										
1621	52732	plasma	1468	gram * hour / liter	glucagon	auc_inf	True			703.0	6.0	-258.0	4488.0											1467	metabolic challenge	oral					0.0	h		mixed-meal				Butler1991	703	IGT	6	homo sapiens	25	N	6.0	('M', 'F')	(3, 3)	6.0		45.0				3.0	yr	N	25								6.0		90.0				3.0	kilogram	Y	25.0					6.0		31.0				2.0	kilogram / meter ** 2	impaired glucose tolerance	6.0																																																																																																																																																										
1622	4521	plasma	1468	micromole / kilogram / minute	[2-3H]glucose	ra				703.0	6.0	['1.33e+01', '1.09e+01', '9.86e+00', '7.37e+00', '7.78e+00', '6.06e+00', '9.09e+00', '8.44e+00']		hr	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '5.00e+00']	['2.14e+00', '1.01e+00', '2.02e+00', '1.78e+00', '1.01e+00', '1.19e+00', '1.49e+00', '1.37e+00']	['3.94e-01', '2.28e-01', '5.02e-01', '5.92e-01', '3.18e-01', '4.81e-01', '4.02e-01', '3.98e-01']		[]	/media/data/Butler1991_Fig8.png				1467	metabolic challenge	oral					0.0	h		mixed-meal				Butler1991	703	IGT	6	homo sapiens	25	N	6.0	('M', 'F')	(3, 3)	6.0		45.0				3.0	yr	N	25								6.0		90.0				3.0	kilogram	Y	25.0					6.0		31.0				2.0	kilogram / meter ** 2	impaired glucose tolerance	6.0																																																																																																																																																										
1623	4524	plasma	1468	micromole / kilogram / minute	[6-3H]glucose	ra				703.0	6.0	['1.33e+01', '1.04e+01', '6.77e+00', '5.70e+00', '6.36e+00', '4.57e+00', '6.83e+00', '6.59e+00']		hr	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '5.00e+00']	['2.26e+00', '1.31e+00', '1.19e+00', '1.43e+00', '1.07e+00', '1.01e+00', '1.37e+00', '1.13e+00']	['4.16e-01', '3.09e-01', '4.31e-01', '6.15e-01', '4.12e-01', '5.41e-01', '4.91e-01', '4.20e-01']		[]	/media/data/Butler1991_Fig8.png				1467	metabolic challenge	oral					0.0	h		mixed-meal				Butler1991	703	IGT	6	homo sapiens	25	N	6.0	('M', 'F')	(3, 3)	6.0		45.0				3.0	yr	N	25								6.0		90.0				3.0	kilogram	Y	25.0					6.0		31.0				2.0	kilogram / meter ** 2	impaired glucose tolerance	6.0																																																																																																																																																										
1624	4515	plasma	1468	micromole / kilogram / minute	glucose	rate_cycling				703.0	6.0	['2.00e-02', '3.50e-01', '2.94e+00', '1.68e+00', '1.48e+00', '1.49e+00', '2.25e+00', '1.89e+00']		hr	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '5.00e+00']	['1.40e-01', '5.00e-01', '1.92e+00', '1.53e+00', '4.10e-01', '4.50e-01', '2.50e-01', '1.20e-01']	['1.71e+01', '3.50e+00', '1.60e+00', '2.23e+00', '6.79e-01', '7.40e-01', '2.72e-01', '1.56e-01']		[]	/media/data/Butler1991_Fig4.png				1467	metabolic challenge	oral					0.0	h		mixed-meal				Butler1991	703	IGT	6	homo sapiens	25	N	6.0	('M', 'F')	(3, 3)	6.0		45.0				3.0	yr	N	25								6.0		90.0				3.0	kilogram	Y	25.0					6.0		31.0				2.0	kilogram / meter ** 2	impaired glucose tolerance	6.0																																																																																																																																																										
1625	4503	plasma	1468	micromole / kilogram / minute	[2-3H]glucose	ra				703.0	6.0	['2.20e-01', '1.42e+01', '1.36e+01', '1.01e+01', '9.34e+00', '5.94e+00', '3.19e+00', '1.93e+00']		hr	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '5.00e+00']	['3.20e-01', '1.71e+00', '1.81e+00', '1.60e+00', '1.49e+00', '1.28e+00', '1.39e+00', '1.28e+00']	['3.56e+00', '2.95e-01', '3.26e-01', '3.89e-01', '3.91e-01', '5.28e-01', '1.07e+00', '1.62e+00']		[]	/media/data/Butler1991_Fig3.png				1467	metabolic challenge	oral					0.0	h		mixed-meal				Butler1991	703	IGT	6	homo sapiens	25	N	6.0	('M', 'F')	(3, 3)	6.0		45.0				3.0	yr	N	25								6.0		90.0				3.0	kilogram	Y	25.0					6.0		31.0				2.0	kilogram / meter ** 2	impaired glucose tolerance	6.0																																																																																																																																																										
1626	4506	plasma	1468	micromole / kilogram / minute	[6-3H]glucose	ra				703.0	6.0	['1.20e-01', '1.42e+01', '1.66e+01', '1.16e+01', '1.08e+01', '7.33e+00', '5.65e+00', '3.85e+00']		hr	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '5.00e+00']	['6.40e-01', '1.60e+00', '3.20e+00', '2.13e+00', '8.50e-01', '1.07e+00', '5.30e-01', '9.60e-01']	['1.31e+01', '2.76e-01', '4.73e-01', '4.51e-01', '1.92e-01', '3.58e-01', '2.30e-01', '6.11e-01']		[]	/media/data/Butler1991_Fig3.png				1467	metabolic challenge	oral					0.0	h		mixed-meal				Butler1991	703	IGT	6	homo sapiens	25	N	6.0	('M', 'F')	(3, 3)	6.0		45.0				3.0	yr	N	25								6.0		90.0				3.0	kilogram	Y	25.0					6.0		31.0				2.0	kilogram / meter ** 2	impaired glucose tolerance	6.0																																																																																																																																																										
1627	4491	plasma	1468	micromole / kilogram / minute	glucose	ra				703.0	6.0	['1.27e+01', '2.47e+01', '2.33e+01', '1.72e+01', '1.71e+01', '1.26e+01', '1.21e+01', '9.98e+00']		hr	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '5.00e+00']	['2.38e+00', '2.08e+00', '2.83e+00', '2.16e+00', '1.79e+00', '1.56e+00', '1.49e+00', '1.56e+00']	['4.60e-01', '2.06e-01', '2.97e-01', '3.07e-01', '2.57e-01', '3.04e-01', '3.03e-01', '3.83e-01']		[]	/media/data/Butler1991_Fig2.png				1467	metabolic challenge	oral					0.0	h		mixed-meal				Butler1991	703	IGT	6	homo sapiens	25	N	6.0	('M', 'F')	(3, 3)	6.0		45.0				3.0	yr	N	25								6.0		90.0				3.0	kilogram	Y	25.0					6.0		31.0				2.0	kilogram / meter ** 2	impaired glucose tolerance	6.0																																																																																																																																																										
1628	4494	plasma	1468	micromole / kilogram / minute	glucose	rd				703.0	6.0	['1.23e+01', '1.22e+01', '1.85e+01', '2.17e+01', '2.05e+01', '1.64e+01', '1.41e+01', '1.13e+01']		hr	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '5.00e+00']	['9.00e-01', '1.51e+00', '3.24e+00', '2.18e+00', '2.64e+00', '1.73e+00', '1.58e+00', '8.30e-01']	['1.80e-01', '3.03e-01', '4.28e-01', '2.46e-01', '3.15e-01', '2.59e-01', '2.75e-01', '1.80e-01']		[]	/media/data/Butler1991_Fig2.png				1467	metabolic challenge	oral					0.0	h		mixed-meal				Butler1991	703	IGT	6	homo sapiens	25	N	6.0	('M', 'F')	(3, 3)	6.0		45.0				3.0	yr	N	25								6.0		90.0				3.0	kilogram	Y	25.0					6.0		31.0				2.0	kilogram / meter ** 2	impaired glucose tolerance	6.0																																																																																																																																																										
1629	4473	plasma	1468	mole / liter	glucose	concentration				703.0	6.0	['7.25e-03', '1.12e-02', '1.26e-02', '1.14e-02', '1.02e-02', '7.64e-03', '6.34e-03', '5.90e-03']		hr	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '5.00e+00']	['5.00e-04', '4.30e-04', '4.30e-04', '3.60e-04', '9.30e-04', '1.07e-03', '1.07e-03', '3.60e-04']	['1.69e-01', '9.44e-02', '8.37e-02', '7.76e-02', '2.23e-01', '3.43e-01', '4.13e-01', '1.49e-01']		[{'pk': 52680}, {'pk': 52679}, {'pk': 52678}, {'pk': 52677}, {'pk': 52676}, {'pk': 52675}, {'pk': 52674}, {'pk': 52673}, {'pk': 52672}, {'pk': 52671}]	/media/data/Butler1991_Fig1.png				1467	metabolic challenge	oral					0.0	h		mixed-meal				Butler1991	703	IGT	6	homo sapiens	25	N	6.0	('M', 'F')	(3, 3)	6.0		45.0				3.0	yr	N	25								6.0		90.0				3.0	kilogram	Y	25.0					6.0		31.0				2.0	kilogram / meter ** 2	impaired glucose tolerance	6.0																																																																																																																																																										
1630	4476	plasma	1468	mole / liter	insulin	concentration				703.0	6.0	['1.14e-10', '3.07e-10', '4.09e-10', '5.40e-10', '5.88e-10', '2.77e-10', '1.91e-10', '1.48e-10']		hr	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '5.00e+00']	['3.42e-11', '5.41e-11', '9.40e-11', '1.37e-10', '1.14e-10', '3.13e-11', '3.13e-11', '3.70e-11']	['7.36e-01', '4.32e-01', '5.63e-01', '6.20e-01', '4.74e-01', '2.77e-01', '4.01e-01', '6.13e-01']		[{'pk': 52710}, {'pk': 52709}, {'pk': 52708}, {'pk': 52707}, {'pk': 52706}, {'pk': 52705}, {'pk': 52704}, {'pk': 52703}, {'pk': 52702}, {'pk': 52701}]	/media/data/Butler1991_Fig1.png				1467	metabolic challenge	oral					0.0	h		mixed-meal				Butler1991	703	IGT	6	homo sapiens	25	N	6.0	('M', 'F')	(3, 3)	6.0		45.0				3.0	yr	N	25								6.0		90.0				3.0	kilogram	Y	25.0					6.0		31.0				2.0	kilogram / meter ** 2	impaired glucose tolerance	6.0																																																																																																																																																										
1631	4479	plasma	1468	gram / liter	glucagon	concentration				703.0	6.0	['1.91e-07', '1.94e-07', '1.92e-07', '1.80e-07', '1.91e-07', '2.03e-07', '1.96e-07', '1.85e-07']		hr	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '5.00e+00']	['2.57e-08', '1.71e-08', '2.72e-08', '1.14e-08', '2.14e-08', '2.00e-08', '2.21e-08', '2.14e-08']	['3.29e-01', '2.16e-01', '3.46e-01', '1.56e-01', '2.75e-01', '2.41e-01', '2.77e-01', '2.84e-01']		[{'pk': 52740}, {'pk': 52739}, {'pk': 52738}, {'pk': 52737}, {'pk': 52736}, {'pk': 52735}, {'pk': 52734}, {'pk': 52733}, {'pk': 52732}, {'pk': 52731}]	/media/data/Butler1991_Fig1.png				1467	metabolic challenge	oral					0.0	h		mixed-meal				Butler1991	703	IGT	6	homo sapiens	25	N	6.0	('M', 'F')	(3, 3)	6.0		45.0				3.0	yr	N	25								6.0		90.0				3.0	kilogram	Y	25.0					6.0		31.0				2.0	kilogram / meter ** 2	impaired glucose tolerance	6.0																																																																																																																																																										
1632	52742	plasma	1468	gram * hour / liter	glucagon	auc_inf	True			704.0	10.0	-474.0	4489.0											1467	metabolic challenge	oral					0.0	h		mixed-meal				Butler1991	704	T2DM	10	homo sapiens	25	N	10.0	('M', 'F')	(3, 7)	10.0		50.0				3.0	yr	N	25								10.0		88.0				6.0	kilogram	Y	25.0					10.0		32.0				2.0	kilogram / meter ** 2	diabetes melitus type 2	10.0																																																																																																																																																										
1633	52684	plasma	1468	1 / minute	glucose	kel	True			704.0	10.0	0.0024	4483.0											1467	metabolic challenge	oral					0.0	h		mixed-meal				Butler1991	704	T2DM	10	homo sapiens	25	N	10.0	('M', 'F')	(3, 7)	10.0		50.0				3.0	yr	N	25								10.0		88.0				6.0	kilogram	Y	25.0					10.0		32.0				2.0	kilogram / meter ** 2	diabetes melitus type 2	10.0																																																																																																																																																										
1634	52744	plasma	1468	1 / minute	glucagon	kel	True			704.0	10.0	0.000471	4489.0											1467	metabolic challenge	oral					0.0	h		mixed-meal				Butler1991	704	T2DM	10	homo sapiens	25	N	10.0	('M', 'F')	(3, 7)	10.0		50.0				3.0	yr	N	25								10.0		88.0				6.0	kilogram	Y	25.0					10.0		32.0				2.0	kilogram / meter ** 2	diabetes melitus type 2	10.0																																																																																																																																																										
1635	52745	plasma	1468	hour	glucagon	thalf	True			704.0	10.0	24.5	4489.0											1467	metabolic challenge	oral					0.0	h		mixed-meal				Butler1991	704	T2DM	10	homo sapiens	25	N	10.0	('M', 'F')	(3, 7)	10.0		50.0				3.0	yr	N	25								10.0		88.0				6.0	kilogram	Y	25.0					10.0		32.0				2.0	kilogram / meter ** 2	diabetes melitus type 2	10.0																																																																																																																																																										
1636	52681	plasma	1468	gram * hour / liter	glucose	auc_end	True			704.0	10.0	12.8	4483.0											1467	metabolic challenge	oral					0.0	h		mixed-meal				Butler1991	704	T2DM	10	homo sapiens	25	N	10.0	('M', 'F')	(3, 7)	10.0		50.0				3.0	yr	N	25								10.0		88.0				6.0	kilogram	Y	25.0					10.0		32.0				2.0	kilogram / meter ** 2	diabetes melitus type 2	10.0																																																																																																																																																										
1637	52682	plasma	1468	gram * hour / liter	glucose	auc_inf	True			704.0	10.0	-2330.0	4483.0											1467	metabolic challenge	oral					0.0	h		mixed-meal				Butler1991	704	T2DM	10	homo sapiens	25	N	10.0	('M', 'F')	(3, 7)	10.0		50.0				3.0	yr	N	25								10.0		88.0				6.0	kilogram	Y	25.0					10.0		32.0				2.0	kilogram / meter ** 2	diabetes melitus type 2	10.0																																																																																																																																																										
1638	52685	plasma	1468	hour	glucose	thalf	True			704.0	10.0	4.81	4483.0											1467	metabolic challenge	oral					0.0	h		mixed-meal				Butler1991	704	T2DM	10	homo sapiens	25	N	10.0	('M', 'F')	(3, 7)	10.0		50.0				3.0	yr	N	25								10.0		88.0				6.0	kilogram	Y	25.0					10.0		32.0				2.0	kilogram / meter ** 2	diabetes melitus type 2	10.0																																																																																																																																																										
1639	52711	plasma	1468	gram * hour / liter	insulin	auc_end	True			704.0	10.0	5.83e-06	4486.0											1467	metabolic challenge	oral					0.0	h		mixed-meal				Butler1991	704	T2DM	10	homo sapiens	25	N	10.0	('M', 'F')	(3, 7)	10.0		50.0				3.0	yr	N	25								10.0		88.0				6.0	kilogram	Y	25.0					10.0		32.0				2.0	kilogram / meter ** 2	diabetes melitus type 2	10.0																																																																																																																																																										
1640	52715	plasma	1468	hour	insulin	thalf	True			704.0	10.0	3.28	4486.0											1467	metabolic challenge	oral					0.0	h		mixed-meal				Butler1991	704	T2DM	10	homo sapiens	25	N	10.0	('M', 'F')	(3, 7)	10.0		50.0				3.0	yr	N	25								10.0		88.0				6.0	kilogram	Y	25.0					10.0		32.0				2.0	kilogram / meter ** 2	diabetes melitus type 2	10.0																																																																																																																																																										
1641	52741	plasma	1468	gram * hour / liter	glucagon	auc_end	True			704.0	10.0	9.23e-07	4489.0											1467	metabolic challenge	oral					0.0	h		mixed-meal				Butler1991	704	T2DM	10	homo sapiens	25	N	10.0	('M', 'F')	(3, 7)	10.0		50.0				3.0	yr	N	25								10.0		88.0				6.0	kilogram	Y	25.0					10.0		32.0				2.0	kilogram / meter ** 2	diabetes melitus type 2	10.0																																																																																																																																																										
1642	52712	plasma	1468	gram * hour / liter	insulin	auc_inf	True			704.0	10.0	-206000.0	4486.0											1467	metabolic challenge	oral					0.0	h		mixed-meal				Butler1991	704	T2DM	10	homo sapiens	25	N	10.0	('M', 'F')	(3, 7)	10.0		50.0				3.0	yr	N	25								10.0		88.0				6.0	kilogram	Y	25.0					10.0		32.0				2.0	kilogram / meter ** 2	diabetes melitus type 2	10.0																																																																																																																																																										
1643	52713	plasma	1468	gram / liter	insulin	cmax	True			704.0	10.0	1.54e-06	4486.0											1467	metabolic challenge	oral					0.0	h		mixed-meal				Butler1991	704	T2DM	10	homo sapiens	25	N	10.0	('M', 'F')	(3, 7)	10.0		50.0				3.0	yr	N	25								10.0		88.0				6.0	kilogram	Y	25.0					10.0		32.0				2.0	kilogram / meter ** 2	diabetes melitus type 2	10.0																																																																																																																																																										
1644	52714	plasma	1468	1 / minute	insulin	kel	True			704.0	10.0	0.0035299999999999997	4486.0											1467	metabolic challenge	oral					0.0	h		mixed-meal				Butler1991	704	T2DM	10	homo sapiens	25	N	10.0	('M', 'F')	(3, 7)	10.0		50.0				3.0	yr	N	25								10.0		88.0				6.0	kilogram	Y	25.0					10.0		32.0				2.0	kilogram / meter ** 2	diabetes melitus type 2	10.0																																																																																																																																																										
1645	52683	plasma	1468	gram / liter	glucose	cmax	True			704.0	10.0	3.23	4483.0											1467	metabolic challenge	oral					0.0	h		mixed-meal				Butler1991	704	T2DM	10	homo sapiens	25	N	10.0	('M', 'F')	(3, 7)	10.0		50.0				3.0	yr	N	25								10.0		88.0				6.0	kilogram	Y	25.0					10.0		32.0				2.0	kilogram / meter ** 2	diabetes melitus type 2	10.0																																																																																																																																																										
1646	52743	plasma	1468	gram / liter	glucagon	cmax	True			704.0	10.0	1.98e-07	4489.0											1467	metabolic challenge	oral					0.0	h		mixed-meal				Butler1991	704	T2DM	10	homo sapiens	25	N	10.0	('M', 'F')	(3, 7)	10.0		50.0				3.0	yr	N	25								10.0		88.0				6.0	kilogram	Y	25.0					10.0		32.0				2.0	kilogram / meter ** 2	diabetes melitus type 2	10.0																																																																																																																																																										
1647	4522	plasma	1468	micromole / kilogram / minute	[2-3H]glucose	ra				704.0	10.0	['1.30e+01', '1.48e+01', '8.62e+00', '9.86e+00', '7.79e+00', '8.38e+00', '8.38e+00', '8.14e+00']		hr	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '5.00e+00']	['1.77e+00', '2.48e+00', '2.95e+00', '1.59e+00', '1.77e+00', '1.42e+00', '1.18e+00', '1.06e+00']	['4.29e-01', '5.32e-01', '1.08e+00', '5.10e-01', '7.19e-01', '5.36e-01', '4.45e-01', '4.12e-01']		[]	/media/data/Butler1991_Fig8.png				1467	metabolic challenge	oral					0.0	h		mixed-meal				Butler1991	704	T2DM	10	homo sapiens	25	N	10.0	('M', 'F')	(3, 7)	10.0		50.0				3.0	yr	N	25								10.0		88.0				6.0	kilogram	Y	25.0					10.0		32.0				2.0	kilogram / meter ** 2	diabetes melitus type 2	10.0																																																																																																																																																										
1648	4525	plasma	1468	micromole / kilogram / minute	[6-3H]glucose	ra				704.0	10.0	['1.30e+01', '1.48e+01', '6.14e+00', '6.79e+00', '6.67e+00', '7.50e+00', '6.73e+00', '6.79e+00']		hr	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '5.00e+00']	['1.77e+00', '2.30e+00', '2.54e+00', '8.90e-01', '1.00e+00', '7.70e-01', '1.00e+00', '9.40e-01']	['4.29e-01', '4.93e-01', '1.31e+00', '4.14e-01', '4.74e-01', '3.25e-01', '4.70e-01', '4.38e-01']		[]	/media/data/Butler1991_Fig8.png				1467	metabolic challenge	oral					0.0	h		mixed-meal				Butler1991	704	T2DM	10	homo sapiens	25	N	10.0	('M', 'F')	(3, 7)	10.0		50.0				3.0	yr	N	25								10.0		88.0				6.0	kilogram	Y	25.0					10.0		32.0				2.0	kilogram / meter ** 2	diabetes melitus type 2	10.0																																																																																																																																																										
1649	4516	plasma	1468	micromole / kilogram / minute	glucose	rate_cycling				704.0	10.0	['0.00e+00', '0.00e+00', '2.40e+00', '2.53e+00', '6.00e-01', '9.70e-01', '1.65e+00', '1.23e+00']		hr	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '5.00e+00']	['1.30e-01', '7.50e-01', '2.47e+00', '1.35e+00', '6.30e-01', '4.20e-01', '3.00e-01', '1.90e-01']	[None, None, '3.25e+00', '1.69e+00', '3.32e+00', '1.37e+00', '5.75e-01', '4.88e-01']		[]	/media/data/Butler1991_Fig4.png				1467	metabolic challenge	oral					0.0	h		mixed-meal				Butler1991	704	T2DM	10	homo sapiens	25	N	10.0	('M', 'F')	(3, 7)	10.0		50.0				3.0	yr	N	25								10.0		88.0				6.0	kilogram	Y	25.0					10.0		32.0				2.0	kilogram / meter ** 2	diabetes melitus type 2	10.0																																																																																																																																																										
1650	4504	plasma	1468	micromole / kilogram / minute	[2-3H]glucose	ra				704.0	10.0	['1.10e-01', '1.26e+01', '1.88e+01', '1.17e+01', '7.18e+00', '4.43e+00', '2.86e+00', '2.03e+00']		hr	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '5.00e+00']	['6.40e-01', '2.02e+00', '1.38e+00', '2.02e+00', '8.50e-01', '1.06e+00', '1.49e+00', '9.60e-01']	['1.84e+01', '5.08e-01', '2.33e-01', '5.44e-01', '3.74e-01', '7.57e-01', '1.65e+00', '1.50e+00']		[]	/media/data/Butler1991_Fig3.png				1467	metabolic challenge	oral					0.0	h		mixed-meal				Butler1991	704	T2DM	10	homo sapiens	25	N	10.0	('M', 'F')	(3, 7)	10.0		50.0				3.0	yr	N	25								10.0		88.0				6.0	kilogram	Y	25.0					10.0		32.0				2.0	kilogram / meter ** 2	diabetes melitus type 2	10.0																																																																																																																																																										
1651	4507	plasma	1468	micromole / kilogram / minute	[6-3H]glucose	ra				704.0	10.0	['1.10e-01', '1.24e+01', '2.12e+01', '1.52e+01', '7.92e+00', '5.50e+00', '4.67e+00', '3.09e+00']		hr	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '5.00e+00']	['3.20e-01', '2.13e+00', '1.91e+00', '1.70e+00', '5.30e-01', '3.20e-01', '6.40e-01', '7.40e-01']	['9.20e+00', '5.45e-01', '2.85e-01', '3.55e-01', '2.12e-01', '1.84e-01', '4.33e-01', '7.57e-01']		[]	/media/data/Butler1991_Fig3.png				1467	metabolic challenge	oral					0.0	h		mixed-meal				Butler1991	704	T2DM	10	homo sapiens	25	N	10.0	('M', 'F')	(3, 7)	10.0		50.0				3.0	yr	N	25								10.0		88.0				6.0	kilogram	Y	25.0					10.0		32.0				2.0	kilogram / meter ** 2	diabetes melitus type 2	10.0																																																																																																																																																										
